Latitude (decimal degrees):	42.469
Longitude (decimal degrees):	12.739
Elevation (m):	943
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231113:2010,0.0,0.0,0.0,9.72,1.38,0.0
20231113:2110,0.0,0.0,0.0,9.46,1.38,0.0
20231113:2210,0.0,0.0,0.0,9.28,1.45,0.0
20231113:2310,0.0,0.0,0.0,8.97,1.59,0.0
20231114:0010,0.0,0.0,0.0,9.23,1.52,0.0
20231114:0110,0.0,0.0,0.0,9.89,1.38,0.0
20231114:0210,0.0,0.0,0.0,10.12,1.31,0.0
20231114:0310,0.0,0.0,0.0,10.23,1.31,0.0
20231114:0410,0.0,0.0,0.0,10.17,1.38,0.0
20231114:0510,0.0,0.0,0.0,10.52,1.31,0.0
20231114:0610,0.0,0.0,0.0,10.58,1.45,0.0
20231114:0710,31.23,51.78,10.53,11.54,1.45,0.0
20231114:0810,44.92,69.12,18.63,12.67,1.38,0.0
20231114:0910,132.53,172.58,24.84,13.61,1.38,0.0
20231114:1010,239.87,297.11,28.53,14.65,2.21,0.0
20231114:1110,205.01,257.85,29.23,15.26,2.0,0.0
20231114:1210,147.93,192.22,26.83,16.11,2.21,0.0
20231114:1310,213.94,268.92,21.66,16.3,2.07,0.0
20231114:1410,49.87,76.19,14.33,16.19,2.07,0.0
20231114:1510,6.96,19.05,5.44,15.6,1.86,0.0
20231114:1610,0.0,0.0,0.0,14.45,1.66,0.0
20231114:1710,0.0,0.0,0.0,13.69,1.79,0.0
20231114:1810,0.0,0.0,0.0,13.52,2.07,0.0
20231114:1910,0.0,0.0,0.0,13.56,2.0,0.0
20231114:2010,0.0,0.0,0.0,13.48,2.0,0.0
20231114:2110,0.0,0.0,0.0,13.45,2.14,0.0
20231114:2210,0.0,0.0,0.0,13.4,2.28,0.0
20231114:2310,0.0,0.0,0.0,13.29,2.28,0.0
20231115:0010,0.0,0.0,0.0,13.25,2.21,0.0
20231115:0110,0.0,0.0,0.0,13.07,2.07,0.0
20231115:0210,0.0,0.0,0.0,13.05,2.0,0.0
20231115:0310,0.0,0.0,0.0,12.99,1.93,0.0
20231115:0410,0.0,0.0,0.0,12.97,1.86,0.0
20231115:0510,0.0,0.0,0.0,13.06,1.72,0.0
20231115:0610,0.0,0.0,0.0,13.17,1.66,0.0
20231115:0710,37.92,60.52,10.3,13.47,1.52,0.0
20231115:0810,253.92,311.04,18.39,13.85,1.86,0.0
20231115:0910,264.99,325.98,24.58,14.47,1.79,0.0
20231115:1010,393.04,482.14,28.27,15.29,1.66,0.0
20231115:1110,586.82,735.61,28.97,15.97,1.45,0.0
20231115:1210,361.96,447.39,26.59,16.23,1.31,0.0
20231115:1310,445.67,552.65,21.45,16.12,1.31,0.0
20231115:1410,51.25,77.92,14.15,16.01,1.03,0.0
20231115:1510,13.89,29.44,5.27,15.58,0.83,0.0
20231115:1610,0.0,0.0,0.0,14.6,0.83,0.0
20231115:1710,0.0,0.0,0.0,13.68,0.69,0.0
20231115:1810,0.0,0.0,0.0,12.65,0.9,0.0
20231115:1910,0.0,0.0,0.0,11.68,1.24,0.0
20231115:2010,0.0,0.0,0.0,10.83,1.31,0.0
20231115:2110,0.0,0.0,0.0,9.95,1.31,0.0
20231115:2210,0.0,0.0,0.0,8.9,1.38,0.0
20231115:2310,0.0,0.0,0.0,7.78,1.45,0.0
20231116:0010,0.0,0.0,0.0,6.71,1.38,0.0
20231116:0110,0.0,0.0,0.0,6.33,1.38,0.0
20231116:0210,0.0,0.0,0.0,6.16,1.38,0.0
20231116:0310,0.0,0.0,0.0,6.01,1.38,0.0
20231116:0410,0.0,0.0,0.0,5.96,1.45,0.0
20231116:0510,0.0,0.0,0.0,5.62,1.45,0.0
20231116:0610,0.0,0.0,0.0,5.63,1.45,0.0
20231116:0710,311.46,368.65,10.08,6.56,1.17,0.0
20231116:0810,460.34,555.16,18.14,10.06,0.83,0.0
20231116:0910,600.64,750.08,24.33,12.64,0.69,0.0
20231116:1010,681.91,857.83,28.01,14.19,1.52,0.0
20231116:1110,696.12,869.27,28.72,14.75,2.28,0.0
20231116:1210,371.55,451.67,26.36,14.71,2.55,0.0
20231116:1310,339.94,414.07,21.25,14.68,2.62,0.0
20231116:1410,9.27,22.51,13.97,14.09,2.34,0.0
20231116:1510,9.89,23.38,5.11,13.21,2.14,0.0
20231116:1610,0.0,0.0,0.0,12.38,1.59,0.0
20231116:1710,0.0,0.0,0.0,11.72,1.24,0.0
20231116:1810,0.0,0.0,0.0,11.06,1.17,0.0
20231116:1910,0.0,0.0,0.0,11.17,1.59,0.0
20231116:2010,0.0,0.0,0.0,11.04,1.79,0.0
20231116:2110,0.0,0.0,0.0,10.95,1.66,0.0
20231116:2210,0.0,0.0,0.0,10.66,1.31,0.0
20231116:2310,0.0,0.0,0.0,10.47,1.52,0.0
20231117:0010,0.0,0.0,0.0,10.6,1.52,0.0
20231117:0110,0.0,0.0,0.0,11.19,1.66,0.0
20231117:0210,0.0,0.0,0.0,11.78,1.59,0.0
20231117:0310,0.0,0.0,0.0,12.21,1.59,0.0
20231117:0410,0.0,0.0,0.0,12.13,1.45,0.0
20231117:0510,0.0,0.0,0.0,11.95,1.17,0.0
20231117:0610,0.0,0.0,0.0,11.67,1.03,0.0
20231117:0710,48.62,73.13,9.85,12.05,1.52,0.0
20231117:0810,215.42,264.78,17.9,12.17,1.66,0.0
20231117:0910,297.84,361.82,24.08,12.4,1.45,0.0
20231117:1010,335.62,408.67,27.75,13.13,1.45,0.0
20231117:1110,526.49,645.23,28.47,13.66,1.72,0.0
20231117:1210,438.94,534.23,26.13,13.58,1.72,0.0
20231117:1310,411.66,502.1,21.05,13.77,1.66,0.0
20231117:1410,33.74,55.41,13.79,13.36,1.52,0.0
20231117:1510,10.5,24.24,4.96,12.69,1.31,0.0
20231117:1610,0.0,0.0,0.0,11.64,1.24,0.0
20231117:1710,0.0,0.0,0.0,10.5,1.38,0.0
20231117:1810,0.0,0.0,0.0,9.58,1.52,0.0
20231117:1910,0.0,0.0,0.0,8.89,1.52,0.0
20231117:2010,0.0,0.0,0.0,7.81,1.52,0.0
20231117:2110,0.0,0.0,0.0,6.96,1.66,0.0
20231117:2210,0.0,0.0,0.0,6.24,1.59,0.0
20231117:2310,0.0,0.0,0.0,5.56,1.59,0.0
20231118:0010,0.0,0.0,0.0,4.82,1.59,0.0
20231118:0110,0.0,0.0,0.0,3.7,1.59,0.0
20231118:0210,0.0,0.0,0.0,3.19,1.59,0.0
20231118:0310,0.0,0.0,0.0,2.75,1.59,0.0
20231118:0410,0.0,0.0,0.0,2.27,1.66,0.0
20231118:0510,0.0,0.0,0.0,1.95,1.66,0.0
20231118:0610,0.0,0.0,0.0,1.68,1.59,0.0
20231118:0710,322.51,373.94,9.63,2.56,1.45,0.0
20231118:0810,552.44,659.4,17.67,6.44,0.97,0.0
20231118:0910,666.06,823.31,23.83,9.12,0.83,0.0
20231118:1010,697.02,874.73,27.51,10.62,0.83,0.0
20231118:1110,702.14,886.7,28.24,11.56,0.83,0.0
20231118:1210,650.89,809.1,25.91,12.04,1.24,0.0
20231118:1310,497.62,605.98,20.85,12.05,1.52,0.0
20231118:1410,40.33,63.2,13.63,11.59,1.52,0.0
20231118:1510,12.42,26.84,4.82,10.7,1.1,0.0
20231118:1610,0.0,0.0,0.0,9.1,0.97,0.0
20231118:1710,0.0,0.0,0.0,8.9,0.76,0.0
20231118:1810,0.0,0.0,0.0,8.48,0.76,0.0
20231118:1910,0.0,0.0,0.0,7.24,0.97,0.0
20231118:2010,0.0,0.0,0.0,6.05,1.17,0.0
20231118:2110,0.0,0.0,0.0,5.4,1.17,0.0
20231118:2210,0.0,0.0,0.0,4.86,1.24,0.0
20231118:2310,0.0,0.0,0.0,4.49,1.24,0.0
20231119:0010,0.0,0.0,0.0,4.39,1.24,0.0
20231119:0110,0.0,0.0,0.0,4.19,1.31,0.0
20231119:0210,0.0,0.0,0.0,4.03,1.31,0.0
20231119:0310,0.0,0.0,0.0,4.08,1.31,0.0
20231119:0410,0.0,0.0,0.0,4.36,1.24,0.0
20231119:0510,0.0,0.0,0.0,4.53,1.31,0.0
20231119:0610,0.0,0.0,0.0,4.61,1.24,0.0
20231119:0710,215.55,255.75,9.4,3.57,1.24,0.0
20231119:0810,515.57,616.63,17.44,7.19,0.76,0.0
20231119:0910,486.72,590.15,23.59,10.01,0.69,0.0
20231119:1010,343.2,416.08,27.26,11.51,0.97,0.0
20231119:1110,628.14,777.86,28.0,12.17,1.31,0.0
20231119:1210,505.56,615.52,25.7,12.38,1.52,0.0
20231119:1310,210.04,260.43,20.67,12.39,1.45,0.0
20231119:1410,33.95,55.41,13.46,12.1,1.24,0.0
20231119:1510,7.69,19.91,4.68,11.54,0.97,0.0
20231119:1610,0.0,0.0,0.0,10.55,0.9,0.0
20231119:1710,0.0,0.0,0.0,9.26,1.1,0.0
20231119:1810,0.0,0.0,0.0,8.45,1.31,0.0
20231119:1910,0.0,0.0,0.0,8.38,1.24,0.0
20231119:2010,0.0,0.0,0.0,7.92,1.31,0.0
20231119:2110,0.0,0.0,0.0,7.88,1.31,0.0
20231119:2210,0.0,0.0,0.0,7.98,1.24,0.0
20231119:2310,0.0,0.0,0.0,8.43,1.17,0.0
20231120:0010,0.0,0.0,0.0,8.64,1.17,0.0
20231120:0110,0.0,0.0,0.0,8.96,1.17,0.0
20231120:0210,0.0,0.0,0.0,9.27,1.17,0.0
20231120:0310,0.0,0.0,0.0,9.26,1.17,0.0
20231120:0410,0.0,0.0,0.0,9.61,1.17,0.0
20231120:0510,0.0,0.0,0.0,9.52,1.24,0.0
20231120:0610,0.0,0.0,0.0,9.87,1.17,0.0
20231120:0710,21.17,38.71,9.19,10.24,1.03,0.0
20231120:0810,112.28,147.28,17.21,11.48,1.1,0.0
20231120:0910,174.09,219.04,23.35,12.4,1.31,0.0
20231120:1010,120.8,158.98,27.03,13.37,1.66,0.0
20231120:1110,134.29,175.03,27.78,13.99,1.72,0.0
20231120:1210,64.3,93.09,25.49,14.33,1.72,0.0
20231120:1310,76.9,108.11,20.48,14.42,1.79,0.0
20231120:1410,33.6,55.41,13.31,14.19,1.66,0.0
20231120:1510,9.29,22.51,4.55,13.57,1.38,0.0
20231120:1610,0.0,0.0,0.0,12.61,1.24,0.0
20231120:1710,0.0,0.0,0.0,11.9,1.31,0.0
20231120:1810,0.0,0.0,0.0,11.62,1.38,0.0
20231120:1910,0.0,0.0,0.0,11.49,1.38,0.0
20231120:2010,0.0,0.0,0.0,11.22,1.38,0.0
20231120:2110,0.0,0.0,0.0,11.15,1.45,0.0
20231120:2210,0.0,0.0,0.0,11.26,1.45,0.0
20231120:2310,0.0,0.0,0.0,11.31,1.59,0.0
20231121:0010,0.0,0.0,0.0,11.26,1.59,0.0
20231121:0110,0.0,0.0,0.0,11.24,1.59,0.0
20231121:0210,0.0,0.0,0.0,11.26,1.59,0.0
20231121:0310,0.0,0.0,0.0,11.24,1.52,0.0
20231121:0410,0.0,0.0,0.0,10.98,1.52,0.0
20231121:0510,0.0,0.0,0.0,10.89,1.45,0.0
20231121:0610,0.0,0.0,0.0,10.79,1.45,0.0
20231121:0710,4.5,14.75,8.97,11.11,1.31,0.0
20231121:0810,18.97,35.94,16.98,11.41,1.45,0.0
20231121:0910,90.06,122.33,23.12,11.72,1.52,0.0
20231121:1010,99.36,133.15,26.79,11.69,1.59,0.0
20231121:1110,25.92,45.16,27.55,11.98,1.66,0.0
20231121:1210,97.3,131.14,25.29,12.3,1.38,0.0
20231121:1310,250.95,307.95,20.31,12.43,1.31,0.0
20231121:1410,49.43,74.46,13.16,12.07,1.31,0.0
20231121:1510,5.53,16.45,4.42,10.99,1.17,0.0
20231121:1610,0.0,0.0,0.0,10.23,1.17,0.0
20231121:1710,0.0,0.0,0.0,10.0,1.24,0.0
20231121:1810,0.0,0.0,0.0,9.67,1.17,0.0
20231121:1910,0.0,0.0,0.0,9.9,1.24,0.0
20231121:2010,0.0,0.0,0.0,9.44,1.24,0.0
20231121:2110,0.0,0.0,0.0,9.3,1.1,0.0
20231121:2210,0.0,0.0,0.0,8.84,1.17,0.0
20231121:2310,0.0,0.0,0.0,8.79,0.97,0.0
20231122:0010,0.0,0.0,0.0,8.87,0.9,0.0
20231122:0110,0.0,0.0,0.0,8.63,0.76,0.0
20231122:0210,0.0,0.0,0.0,8.47,1.1,0.0
20231122:0310,0.0,0.0,0.0,8.23,1.38,0.0
20231122:0410,0.0,0.0,0.0,7.87,1.45,0.0
20231122:0510,0.0,0.0,0.0,7.16,1.66,0.0
20231122:0610,0.0,0.0,0.0,7.02,1.72,0.0
20231122:0710,147.09,183.06,8.76,7.28,1.38,0.0
20231122:0810,433.22,512.06,16.76,7.97,1.52,0.0
20231122:0910,321.74,382.57,22.89,8.79,1.72,0.0
20231122:1010,205.08,251.27,26.57,9.72,2.14,0.0
20231122:1110,375.79,447.63,27.34,10.36,2.48,0.0
20231122:1210,474.95,567.1,25.1,10.58,2.34,0.0
20231122:1310,450.92,538.5,20.14,10.39,2.34,0.0
20231122:1410,37.17,58.87,13.01,9.87,2.07,0.0
20231122:1510,9.52,22.51,4.3,9.26,1.79,0.0
20231122:1610,0.0,0.0,0.0,8.53,1.72,0.0
20231122:1710,0.0,0.0,0.0,7.86,1.66,0.0
20231122:1810,0.0,0.0,0.0,7.34,1.66,0.0
20231122:1910,0.0,0.0,0.0,7.5,1.79,0.0
20231122:2010,0.0,0.0,0.0,7.31,1.86,0.0
20231122:2110,0.0,0.0,0.0,7.41,2.0,0.0
20231122:2210,0.0,0.0,0.0,7.38,1.93,0.0
20231122:2310,0.0,0.0,0.0,7.27,1.86,0.0
20231123:0010,0.0,0.0,0.0,7.07,2.0,0.0
20231123:0110,0.0,0.0,0.0,7.03,2.14,0.0
20231123:0210,0.0,0.0,0.0,6.97,2.14,0.0
20231123:0310,0.0,0.0,0.0,6.89,2.14,0.0
20231123:0410,0.0,0.0,0.0,6.96,2.14,0.0
20231123:0510,0.0,0.0,0.0,6.93,2.14,0.0
20231123:0610,0.0,0.0,0.0,6.85,2.14,0.0
20231123:0710,275.78,328.05,8.55,7.79,2.0,0.0
20231123:0810,505.5,600.06,16.54,9.12,2.07,0.0
20231123:0910,626.07,758.65,22.67,10.8,2.14,0.0
20231123:1010,685.01,844.52,26.35,12.37,2.14,0.0
20231123:1110,414.17,502.53,27.13,13.74,2.07,0.0
20231123:1210,579.4,714.38,24.91,14.53,1.93,0.0
20231123:1310,459.35,564.9,19.98,14.89,1.59,0.0
20231123:1410,38.32,61.47,12.88,14.57,1.17,0.0
20231123:1510,9.3,22.51,4.18,13.43,1.17,0.0
20231123:1610,0.0,0.0,0.0,11.74,1.38,0.0
20231123:1710,0.0,0.0,0.0,10.23,1.52,0.0
20231123:1810,0.0,0.0,0.0,9.31,1.59,0.0
20231123:1910,0.0,0.0,0.0,8.8,1.52,0.0
20231123:2010,0.0,0.0,0.0,8.05,1.52,0.0
20231123:2110,0.0,0.0,0.0,7.44,1.45,0.0
20231123:2210,0.0,0.0,0.0,6.99,1.38,0.0
20231123:2310,0.0,0.0,0.0,6.61,1.38,0.0
20231124:0010,0.0,0.0,0.0,6.19,1.31,0.0
20231124:0110,0.0,0.0,0.0,5.93,1.31,0.0
20231124:0210,0.0,0.0,0.0,6.27,1.24,0.0
20231124:0310,0.0,0.0,0.0,6.37,1.17,0.0
20231124:0410,0.0,0.0,0.0,6.74,1.1,0.0
20231124:0510,0.0,0.0,0.0,7.03,1.1,0.0
20231124:0610,0.0,0.0,0.0,8.23,0.9,0.0
20231124:0710,89.54,118.23,8.35,6.29,0.83,0.0
20231124:0810,77.67,106.58,16.33,9.02,0.41,0.0
20231124:0910,136.46,175.84,22.45,11.55,0.48,0.0
20231124:1010,44.23,68.2,26.13,12.2,0.76,0.0
20231124:1110,52.43,78.34,26.93,12.92,1.31,0.0
20231124:1210,22.96,41.47,24.73,13.06,1.59,0.0
20231124:1310,108.66,144.26,19.82,12.77,1.66,0.0
20231124:1410,54.35,80.52,12.75,12.45,1.38,0.0
20231124:1510,4.47,14.72,4.07,11.7,1.17,0.0
20231124:1610,0.0,0.0,0.0,10.98,1.03,0.0
20231124:1710,0.0,0.0,0.0,10.36,1.03,0.0
20231124:1810,0.0,0.0,0.0,9.63,1.03,0.0
20231124:1910,0.0,0.0,0.0,9.07,1.17,0.0
20231124:2010,0.0,0.0,0.0,9.33,1.17,0.0
20231124:2110,0.0,0.0,0.0,9.44,0.97,0.0
20231124:2210,0.0,0.0,0.0,9.34,0.9,0.0
20231124:2310,0.0,0.0,0.0,9.28,0.97,0.0
20231125:0010,0.0,0.0,0.0,9.15,0.55,0.0
20231125:0110,0.0,0.0,0.0,8.7,0.69,0.0
20231125:0210,0.0,0.0,0.0,7.6,1.45,0.0
20231125:0310,0.0,0.0,0.0,7.06,1.79,0.0
20231125:0410,0.0,0.0,0.0,6.31,2.41,0.0
20231125:0510,0.0,0.0,0.0,5.33,2.55,0.0
20231125:0610,0.0,0.0,0.0,4.34,2.9,0.0
20231125:0710,72.02,97.33,8.14,4.34,3.31,0.0
20231125:0810,569.9,658.43,16.12,4.79,3.31,0.0
20231125:0910,105.65,136.0,22.24,5.23,4.0,0.0
20231125:1010,487.91,560.06,25.92,4.99,4.28,0.0
20231125:1110,587.39,673.51,26.73,4.66,4.83,0.0
20231125:1210,541.33,619.84,24.55,4.66,4.69,0.0
20231125:1310,495.1,566.94,19.67,4.2,4.48,0.0
20231125:1410,36.18,56.28,12.62,3.86,3.66,0.0
20231125:1510,8.67,20.78,3.97,3.15,3.72,0.0
20231125:1610,0.0,0.0,0.0,2.4,3.03,0.0
20231125:1710,0.0,0.0,0.0,1.87,2.55,0.0
20231125:1810,0.0,0.0,0.0,1.44,2.55,0.0
20231125:1910,0.0,0.0,0.0,1.09,2.0,0.0
20231125:2010,0.0,0.0,0.0,0.57,1.52,0.0
20231125:2110,0.0,0.0,0.0,-0.19,1.31,0.0
20231125:2210,0.0,0.0,0.0,-0.75,1.24,0.0
20231125:2310,0.0,0.0,0.0,-1.24,1.24,0.0
20231126:0010,0.0,0.0,0.0,-1.61,1.17,0.0
20231126:0110,0.0,0.0,0.0,-2.07,1.1,0.0
20231126:0210,0.0,0.0,0.0,-2.51,1.1,0.0
20231126:0310,0.0,0.0,0.0,-2.78,1.1,0.0
20231126:0410,0.0,0.0,0.0,-2.99,1.1,0.0
20231126:0510,0.0,0.0,0.0,-3.11,1.17,0.0
20231126:0610,0.0,0.0,0.0,-3.23,1.17,0.0
20231126:0710,277.22,316.6,7.95,-2.66,1.03,0.0
20231126:0810,538.56,626.09,15.92,0.44,0.62,0.0
20231126:0910,660.42,803.62,22.03,3.47,0.14,0.0
20231126:1010,699.78,863.78,25.72,5.04,0.28,0.0
20231126:1110,708.08,873.9,26.54,5.99,0.55,0.0
20231126:1210,656.54,800.59,24.38,6.49,0.76,0.0
20231126:1310,515.03,617.61,19.53,6.58,0.76,0.0
20231126:1410,33.52,53.68,12.51,6.25,0.62,0.0
20231126:1510,7.96,19.91,3.88,5.39,0.41,0.0
20231126:1610,0.0,0.0,0.0,4.83,0.48,0.0
20231126:1710,0.0,0.0,0.0,4.25,0.76,0.0
20231126:1810,0.0,0.0,0.0,2.92,1.03,0.0
20231126:1910,0.0,0.0,0.0,2.83,1.03,0.0
20231126:2010,0.0,0.0,0.0,2.28,1.1,0.0
20231126:2110,0.0,0.0,0.0,1.79,1.17,0.0
20231126:2210,0.0,0.0,0.0,1.35,1.24,0.0
20231126:2310,0.0,0.0,0.0,0.84,1.31,0.0
20231127:0010,0.0,0.0,0.0,0.47,1.31,0.0
20231127:0110,0.0,0.0,0.0,0.13,1.38,0.0
20231127:0210,0.0,0.0,0.0,-0.03,1.38,0.0
20231127:0310,0.0,0.0,0.0,-0.23,1.45,0.0
20231127:0410,0.0,0.0,0.0,-0.26,1.52,0.0
20231127:0510,0.0,0.0,0.0,-0.22,1.52,0.0
20231127:0610,0.0,0.0,0.0,-0.06,1.52,0.0
20231127:0710,19.29,35.02,7.75,1.24,1.52,0.0
20231127:0810,30.81,49.77,15.72,3.47,1.31,0.0
20231127:0910,126.97,160.85,21.83,6.31,1.52,0.0
20231127:1010,58.8,83.87,25.52,6.89,2.21,0.0
20231127:1110,37.06,58.06,26.36,7.03,2.69,0.0
20231127:1210,162.94,201.08,24.22,6.68,2.21,0.0
20231127:1310,116.47,149.3,19.39,6.83,2.07,0.0
20231127:1410,8.48,20.78,12.39,6.93,2.21,0.0
20231127:1510,0.0,2.6,3.79,6.81,1.93,0.0
20231127:1610,0.0,0.0,0.0,6.25,1.86,0.0
20231127:1710,0.0,0.0,0.0,6.13,1.79,0.0
20231127:1810,0.0,0.0,0.0,6.06,1.72,0.0
20231127:1910,0.0,0.0,0.0,6.11,1.59,0.0
20231127:2010,0.0,0.0,0.0,5.73,1.72,0.0
20231127:2110,0.0,0.0,0.0,5.74,1.72,0.0
20231127:2210,0.0,0.0,0.0,5.89,1.72,0.0
20231127:2310,0.0,0.0,0.0,6.03,1.52,0.0
20231128:0010,0.0,0.0,0.0,6.3,1.38,0.0
20231128:0110,0.0,0.0,0.0,6.44,1.31,0.0
20231128:0210,0.0,0.0,0.0,6.69,1.38,0.0
20231128:0310,0.0,0.0,0.0,6.98,1.52,0.0
20231128:0410,0.0,0.0,0.0,7.29,1.79,0.0
20231128:0510,0.0,0.0,0.0,7.02,1.66,0.0
20231128:0610,0.0,0.0,0.0,6.92,1.52,0.0
20231128:0710,1.13,8.29,7.56,6.71,1.45,0.0
20231128:0810,47.72,70.97,15.52,7.22,1.66,0.0
20231128:0910,13.89,28.57,21.63,7.57,1.86,0.0
20231128:1010,40.69,62.67,25.33,7.83,2.07,0.0
20231128:1110,19.26,35.94,26.18,8.61,1.72,0.0
20231128:1210,95.78,127.55,24.07,8.91,1.38,0.0
20231128:1310,263.2,316.95,19.26,8.73,1.24,0.0
20231128:1410,23.59,41.56,12.29,8.34,1.38,0.0
20231128:1510,6.73,18.18,3.7,7.71,1.1,0.0
20231128:1610,0.0,0.0,0.0,6.79,1.1,0.0
20231128:1710,0.0,0.0,0.0,6.42,1.1,0.0
20231128:1810,0.0,0.0,0.0,6.09,0.97,0.0
20231128:1910,0.0,0.0,0.0,5.35,1.03,0.0
20231128:2010,0.0,0.0,0.0,5.13,0.83,0.0
20231128:2110,0.0,0.0,0.0,5.04,0.76,0.0
20231128:2210,0.0,0.0,0.0,4.65,0.9,0.0
20231128:2310,0.0,0.0,0.0,4.61,0.9,0.0
20231129:0010,0.0,0.0,0.0,4.6,0.97,0.0
20231129:0110,0.0,0.0,0.0,4.23,1.17,0.0
20231129:0210,0.0,0.0,0.0,3.99,1.17,0.0
20231129:0310,0.0,0.0,0.0,3.66,1.17,0.0
20231129:0410,0.0,0.0,0.0,3.59,1.17,0.0
20231129:0510,0.0,0.0,0.0,3.52,1.24,0.0
20231129:0610,0.0,0.0,0.0,2.76,1.38,0.0
20231129:0710,183.93,218.86,7.37,1.43,1.38,0.0
20231129:0810,392.19,455.53,15.33,3.42,0.97,0.0
20231129:0910,432.07,512.82,21.44,6.34,0.55,0.0
20231129:1010,555.41,678.18,25.15,8.05,0.28,0.0
20231129:1110,627.34,776.66,26.01,9.15,0.48,0.0
20231129:1210,591.29,724.68,23.92,9.75,0.83,0.0
20231129:1310,480.73,580.36,19.14,9.81,1.17,0.0
20231129:1410,36.5,58.01,12.19,9.52,1.31,0.0
20231129:1510,6.69,18.18,3.63,8.85,1.1,0.0
20231129:1610,0.0,0.0,0.0,7.59,1.1,0.0
20231129:1710,0.0,0.0,0.0,6.34,1.17,0.0
20231129:1810,0.0,0.0,0.0,5.68,1.24,0.0
20231129:1910,0.0,0.0,0.0,5.43,1.45,0.0
20231129:2010,0.0,0.0,0.0,5.07,1.66,0.0
20231129:2110,0.0,0.0,0.0,5.19,1.72,0.0
20231129:2210,0.0,0.0,0.0,5.32,1.72,0.0
20231129:2310,0.0,0.0,0.0,5.79,1.86,0.0
20231130:0010,0.0,0.0,0.0,5.9,1.86,0.0
20231130:0110,0.0,0.0,0.0,6.01,1.86,0.0
20231130:0210,0.0,0.0,0.0,6.09,1.86,0.0
20231130:0310,0.0,0.0,0.0,6.58,1.86,0.0
20231130:0410,0.0,0.0,0.0,6.5,1.93,0.0
20231130:0510,0.0,0.0,0.0,6.9,2.14,0.0
20231130:0610,0.0,0.0,0.0,7.25,2.14,0.0
20231130:0710,3.0,11.98,7.19,8.25,2.62,0.0
20231130:0810,19.99,36.87,15.14,8.47,2.62,0.0
20231130:0910,45.04,68.2,21.25,9.0,2.34,0.0
20231130:1010,37.3,58.99,24.97,9.79,2.62,0.0
20231130:1110,19.82,36.87,25.85,10.11,2.83,0.0
20231130:1210,15.64,31.34,23.78,10.87,2.34,0.0
20231130:1310,22.45,40.55,19.03,11.54,2.62,0.0
20231130:1410,8.8,21.64,12.1,12.04,2.9,0.0
20231130:1510,0.15,6.06,3.56,12.24,3.45,0.0
20231130:1610,0.0,0.0,0.0,12.03,3.45,0.0
20231130:1710,0.0,0.0,0.0,12.04,3.1,0.0
20231130:1810,0.0,0.0,0.0,11.91,2.9,0.0
20231130:1910,0.0,0.0,0.0,11.89,2.83,0.0
20231130:2010,0.0,0.0,0.0,11.88,2.69,0.0
20231130:2110,0.0,0.0,0.0,11.84,2.83,0.0
20231130:2210,0.0,0.0,0.0,11.83,2.9,0.0
20231130:2310,0.0,0.0,0.0,11.74,2.83,0.0
20231201:0010,0.0,0.0,0.0,11.62,2.76,0.0
20231201:0110,0.0,0.0,0.0,11.45,2.62,0.0
20231201:0210,0.0,0.0,0.0,11.27,2.41,0.0
20231201:0310,0.0,0.0,0.0,11.09,2.34,0.0
20231201:0410,0.0,0.0,0.0,11.01,2.21,0.0
20231201:0510,0.0,0.0,0.0,10.48,2.14,0.0
20231201:0610,0.0,0.0,0.0,10.18,2.07,0.0
20231201:0710,273.74,330.43,7.01,10.83,2.14,0.0
20231201:0810,471.91,566.13,14.96,11.92,2.14,0.0
20231201:0910,593.56,726.63,21.07,13.5,2.07,0.0
20231201:1010,651.79,803.06,24.79,14.98,2.83,0.0
20231201:1110,641.01,788.31,25.69,15.84,3.31,0.0
20231201:1210,447.23,542.38,23.65,16.1,3.66,0.0
20231201:1310,449.16,545.68,18.92,15.8,3.52,0.0
20231201:1410,36.2,58.87,12.02,15.28,3.24,0.0
20231201:1510,4.9,15.58,3.49,14.32,3.03,0.0
20231201:1610,0.0,0.0,0.0,13.27,2.76,0.0
20231201:1710,0.0,0.0,0.0,12.58,2.69,0.0
20231201:1810,0.0,0.0,0.0,12.17,2.55,0.0
20231201:1910,0.0,0.0,0.0,11.81,2.83,0.0
20231201:2010,0.0,0.0,0.0,11.61,2.76,0.0
20231201:2110,0.0,0.0,0.0,11.15,2.62,0.0
20231201:2210,0.0,0.0,0.0,10.73,2.48,0.0
20231201:2310,0.0,0.0,0.0,10.57,2.48,0.0
20231202:0010,0.0,0.0,0.0,10.45,2.41,0.0
20231202:0110,0.0,0.0,0.0,10.57,2.48,0.0
20231202:0210,0.0,0.0,0.0,10.67,2.76,0.0
20231202:0310,0.0,0.0,0.0,11.09,3.1,0.0
20231202:0410,0.0,0.0,0.0,11.42,3.1,0.0
20231202:0510,0.0,0.0,0.0,11.28,3.45,0.0
20231202:0610,0.0,0.0,0.0,10.76,3.72,0.0
20231202:0710,46.32,69.77,6.84,10.93,4.48,0.0
20231202:0810,86.45,116.26,14.78,10.3,5.59,0.0
